focus_id,required_focus_id
AFG_prepare_the_war_industries,AFG_rehabilitate_the_saqqawists
AFG_revive_the_workshop_of_the_world,AFG_prepare_the_war_industries
AFG_revive_the_workshop_of_the_world,AFG_ulugh_beg_academy
AFG_reorganize_the_royal_guard,AFG_expand_the_madrasas
AFG_reintroduce_heavy_cavalry,AFG_reorganize_the_royal_guard
AFG_reintroduce_war_elephants,AFG_reorganize_the_royal_guard
AFG_timurid_bureaucracy,AFG_invite_the_mughal_prince
AFG_hone_the_shamshir,AFG_invite_the_mughal_prince
AFG_restore_herat,AFG_crown_the_bukharan_emir
AFG_integrate_the_basmachi_movement,AFG_restore_herat
AFG_proclaim_the_second_afghan_empire,AFG_restore_herat
AFG_proclaim_the_second_afghan_empire,AFG_hone_the_shamshir
AFG_ally_the_brahui_khanate,AFG_integrate_the_basmachi_movement
AFG_the_echoes_of_panipat,AFG_proclaim_the_second_afghan_empire
AFG_the_echoes_of_panipat,AFG_integrate_the_basmachi_movement
AFG_the_amu_darya_plan,AFG_the_echoes_of_panipat
AFG_reclaim_the_emperors_lost_domain,AFG_the_amu_darya_plan
AFG_return_to_delhi,AFG_timurid_bureaucracy
AFG_return_to_delhi,AFG_hone_the_shamshir
AFG_reclaim_moghulistan,AFG_invite_the_mughal_prince
AFG_ally_the_sikhs,AFG_timurid_bureaucracy
AFG_the_conquerors_of_persia,AFG_proclaim_the_second_afghan_empire
AFG_reclaim_transoxiana,AFG_return_to_delhi
AFG_rebuild_the_silk_road,AFG_return_to_delhi
AFG_restore_the_timurid_empire,AFG_rebuild_the_silk_road
AFG_the_crown_and_the_world,AFG_restore_the_timurid_empire
AFG_enforce_the_pashtunwali,AFG_crown_the_golden_emir
AFG_form_the_khuddamul_furqan,AFG_crown_the_golden_emir
AFG_instate_a_compulsory_jizya,AFG_form_the_khuddamul_furqan
AFG_raise_lashkar_regiments,AFG_crown_the_golden_emir
AFG_support_nort_west_frontier_rebels,AFG_form_the_khuddamul_furqan
AFG_appraoch_anti_communist_theologians,AFG_support_nort_west_frontier_rebels
AFG_unite_pashtunistan,AFG_appraoch_anti_communist_theologians
AFG_form_the_turkestan_legion,AFG_appraoch_anti_communist_theologians
AFG_proclaim_a_new_caliphate,AFG_unite_pashtunistan
AFG_return_of_the_emir,AFG_secure_army_support
AFG_revive_the_1923_constitution,AFG_return_of_the_emir
AFG_education_for_women_and_girls,AFG_revive_the_1923_constitution
AFG_enforce_western_attire,AFG_revive_the_1923_constitution
AFG_expand_state_run_factories,AFG_enforce_western_attire
AFG_reinforce_the_royal_guard,AFG_education_for_women_and_girls
AFG_reinforce_the_royal_guard,AFG_enforce_western_attire
AFG_custail_pashtunwali_primacy,AFG_reinforce_the_royal_guard
AFG_agreement_with_germany,AFG_custail_pashtunwali_primacy
AFG_renounce_the_durand_line,AFG_custail_pashtunwali_primacy
AFG_eyes_on_the_north,AFG_custail_pashtunwali_primacy
AFG_alliance_with_turkik_peoples,AFG_eyes_on_the_north
AFG_red_threat,AFG_alliance_with_turkik_peoples
AFG_fortify_pakistan,AFG_renounce_the_durand_line
AFG_into_the_plains_of_india,AFG_fortify_pakistan
AFG_work_with_gestapo,AFG_agreement_with_germany
AFG_pashtun_empire,AFG_into_the_plains_of_india
AFG_ally_basmachi_remnants,AFG_custail_pashtunwali_primacy
AFG_from_the_ashes,AFG_custail_pashtunwali_primacy
AFG_exploit_turko_persian_heritage,AFG_from_the_ashes
AFG_topple_iran,AFG_from_the_ashes
AFG_secure_baghdad,AFG_exploit_turko_persian_heritage
AFG_savior_of_the_holy_lands,AFG_secure_baghdad
AFG_increase_land_and_animal_taxes,AFG_expand_state_run_factories
AFG_establish_darulaman,AFG_education_for_women_and_girls
AFG_darulaman_university,AFG_establish_darulaman
AFG_officer_training,AFG_alternative_partnerships
AFG_permit_axis_airbases,AFG_alternative_partnerships
AFG_join_axis,AFG_permit_axis_airbases
AFG_axis_airforce,AFG_permit_axis_airbases
AFG_axis_equipment,AFG_officer_training
AFG_kabul_conference,AFG_join_axis
AFG_biding_our_time,AFG_support_king_zahir
AFG_expand_the_kings_powerbase,AFG_support_king_zahir
AFG_forge_a_national_identity,AFG_expand_the_kings_powerbase
AFG_visit_foreign_capitals,AFG_expand_the_kings_powerbase
AFG_expand_royal_guard,AFG_visit_foreign_capitals
AFG_retire_the_uncles,AFG_expand_the_kings_powerbase
AFG_introduce_national_service,AFG_visit_foreign_capitals
AFG_placeholder_1,AFG_biding_our_time
AFG_seek_british_investment,AFG_biding_our_time
AFG_reform_2,AFG_placeholder_1
AFG_secure_dynasty,AFG_reform_2
AFG_maintain_neutrality,AFG_secure_dynasty
AFG_expel_axis_nationals,AFG_maintain_neutrality
AFG_expel_allied_nationals,AFG_maintain_neutrality
AFG_anti_soviet_cooperation,AFG_pursue_our_own_agenda
AFG_protector_of_the_tajiks,AFG_anti_soviet_cooperation
AFG_propose_confederation_with_pakistan,AFG_pursue_our_own_agenda
AFG_afghan_pakistan_cold_War,AFG_pursue_our_own_agenda
AFG_graveyard_of_empires,AFG_pursue_our_own_agenda
AFG_hot_war_with_pakistan,AFG_afghan_pakistan_cold_War
AFG_accelerate_integration,AFG_propose_confederation_with_pakistan
AFG_prepare_for_operation_countenance,AFG_align_with_the_allies
AFG_secure_iran,AFG_prepare_for_operation_countenance
AFG_repeal_the_durand_line,AFG_secure_iran
AFG_future_of_balochistan,AFG_secure_iran
AFG_khorasan_buffer_state,AFG_secure_iran
AFG_linchpin_of_global_defense,AFG_repeal_the_durand_line
AFG_promote_the_counter_elite,AFG_retire_the_uncles
AFG_gant_refuge_to_jadidists,AFG_promote_the_counter_elite
AFG_ally_the_young_afghans,AFG_promote_the_counter_elite
AFG_parliamentary_democracy,AFG_promote_the_counter_elite
AFG_gain_religious_support_for_reforms,AFG_promote_the_counter_elite
AFG_reform_1,AFG_parliamentary_democracy
AFG_hold_elections,AFG_parliamentary_democracy
AFG_reform_3,AFG_reform_1
AFG_reform_3,AFG_hold_elections
AFG_concessions_to_pashtuns,AFG_reform_3
AFG_reform_4,AFG_reform_1
AFG_recruit_foreign_experts,AFG_reform_1
AFG_recruit_foreign_experts,AFG_gain_religious_support_for_reforms
AFG_seek_american_aid,AFG_recruit_foreign_experts
AFG_rapprochement_with_non_pashtuns,AFG_reform_4
AFG_defending_democracy,AFG_rapprochement_with_non_pashtuns
AFG_follower_of_islam,AFG_defending_democracy
AFG_follower_of_islam,AFG_seek_american_aid
AFG_republic_of_afghanistan,AFG_defending_democracy
AFG_republic_of_afghanistan,AFG_concessions_to_pashtuns
AFG_sinkiang_intervention,AFG_defending_democracy
AFG_socialist_coup,AFG_truck_factory
AFG_request_soviet_support,AFG_socialist_coup
AFG_international_brigades,AFG_socialist_coup
AFG_state_atheism,AFG_socialist_coup
AFG_soviet_research_cooperation,AFG_socialist_coup
AFG_communist_industrialization,AFG_state_atheism
AFG_communist_propaganda,AFG_communist_industrialization
AFG_support_soviets_in_asia,AFG_state_atheism
AFG_integrate_tajik_and_uzbek_republics,AFG_communist_industrialization
AFG_sov_iran_war,AFG_support_soviets_in_asia
AFG_development_in_uzb,AFG_integrate_tajik_and_uzbek_republics
AFG_development_in_taj,AFG_integrate_tajik_and_uzbek_republics
AFG_development_in_tms,AFG_integrate_tajik_and_uzbek_republics
AFG_central_asian_unification,AFG_development_in_taj
ARG_defense_and_democracy,ARG_roberto_maria_ortiz
ARG_work_with_the_nationalists,ARG_roberto_maria_ortiz
ARG_crack_down_on_corruption,ARG_defense_and_democracy
ARG_british_cooperation,ARG_defense_and_democracy
ARG_cut_ties_with_britain,ARG_work_with_the_nationalists
ARG_the_castillo_cabinet,ARG_british_cooperation
ARG_import_substitution,ARG_british_cooperation
ARG_emphasis_on_public_works,ARG_import_substitution
ARG_towards_a_greater_argentina,ARG_emphasis_on_public_works
ARG_universidad_de_buenos_aires,ARG_towards_a_greater_argentina
ARG_consolidating_power,ARG_the_castillo_cabinet
ARG_maintain_the_status_quo,ARG_the_castillo_cabinet
ARG_march_to_la_casa_rosada,ARG_consolidating_power
ARG_intervenciones_federales,ARG_maintain_the_status_quo
ARG_balancing_act,ARG_march_to_la_casa_rosada
ARG_subdue_dissension,ARG_intervenciones_federales
ARG_the_american_push,ARG_balancing_act
ARG_juan_peron_elected,ARG_balancing_act
ARG_peronism,ARG_juan_peron_elected
ARG_maintain_neutrality,ARG_the_american_push
ARG_support_radical_nationalism,ARG_cut_ties_with_britain
ARG_corporatism,ARG_cut_ties_with_britain
ARG_reestablish_ligas_patrioticas,ARG_corporatism
ARG_fascist_researchers,ARG_reestablish_ligas_patrioticas
ARG_hitler_2,ARG_hitler_1
ARG_hitler_3,ARG_hitler_1
ARG_hitler_4,ARG_hitler_1
ARG_support_the_spanish_coup,ARG_cut_ties_with_britain
ARG_demand_spanish_compensation,ARG_support_the_spanish_coup
ARG_invite_spanish_nationalists,ARG_support_the_spanish_coup
ARG_encourage_german_investments,ARG_support_radical_nationalism
ARG_encourage_italian_argentine_diplomacy,ARG_support_radical_nationalism
ARG_guardia_nacional,ARG_encourage_german_investments
ARG_union_nacional_fascista,ARG_encourage_italian_argentine_diplomacy
ARG_rapid_militirization,ARG_guardia_nacional
ARG_argentine_nationalism,ARG_union_nacional_fascista
ARG_war_division,ARG_rapid_militirization
ARG_argentina_first,ARG_war_division
ARG_join_the_axis,ARG_war_division
ARG_our_own_path,ARG_maintain_neutrality
ARG_dominate_the_south,ARG_argentina_first
ARG_preparations_for_war,ARG_dominate_the_south
ARG_conquer_paraguay,ARG_dominate_the_south
ARG_paraguayan_ultimatum,ARG_dominate_the_south
ARG_revive_the_colonial_plan,ARG_cut_ties_with_britain
ARG_conquer_uruguay,ARG_cut_ties_with_britain
ARG_reach_out_to_chile,ARG_conquer_paraguay
ARG_chilean_ultimatum,ARG_conquer_paraguay
ARG_the_old_enemy,ARG_reach_out_to_chile
ARG_south_american_unity,ARG_the_old_enemy
ARG_integrate_operation_bolivar,ARG_dominate_the_south
ARG_release_hellmuth,ARG_integrate_operation_bolivar
ARG_anti_american_propaganda,ARG_release_hellmuth
ARG_the_war_machine,ARG_dominate_the_south
ARG_secure_the_borders,ARG_the_war_machine
ARG_argentine_island_sovereignty,ARG_secure_the_borders
ARG_in_memory_of_yrigoyen,ARG_the_clean_election
ARG_anti_corruption_policies,ARG_in_memory_of_yrigoyen
ARG_promote_urbanization,ARG_in_memory_of_yrigoyen
ARG_a_true_democracy,ARG_anti_corruption_policies
ARG_secure_the_opposition,ARG_promote_urbanization
ARG_argentina_for_all,ARG_a_true_democracy
ARG_reinforce_the_education_system,ARG_anti_corruption_policies
ARG_university_reforms,ARG_reinforce_the_education_system
ARG_regulated_national_salaries,ARG_promote_urbanization
ARG_social_welfare_fund,ARG_regulated_national_salaries
ARG_internal_focus,ARG_argentina_for_all
ARG_alvears_democracy,ARG_internal_focus
ARG_british_gaurantee,ARG_argentina_for_all
ARG_seek_american_support,ARG_argentina_for_all
ARG_royal_airforce_influence,ARG_british_gaurantee
ARG_royal_navy_influence,ARG_british_gaurantee
ARG_reinforced_alliance,ARG_royal_navy_influence
ARG_us_army_training,ARG_seek_american_support
ARG_american_defense_investments,ARG_seek_american_support
ARG_joint_military_exercises,ARG_us_army_training
ARG_join_the_allies,ARG_joint_military_exercises
ARG_bastion_of_democracy,ARG_joint_military_exercises
ARG_align_with_the_monroe_doctrine,ARG_join_the_allies
ARG_south_american_alliance,ARG_align_with_the_monroe_doctrine
ARG_bolstering_the_army,ARG_south_american_alliance
ARG_the_second_argentine_republic,ARG_bolstering_the_army
ARG_envoy_to_london,ARG_align_with_the_monroe_doctrine
ARG_study_the_battle_of_the_river_plate,ARG_envoy_to_london
ARG_islas_del_atlantico_sur,ARG_envoy_to_london
ARG_improving_the_islands,ARG_islas_del_atlantico_sur
ARG_firmes_volamos,ARG_study_the_battle_of_the_river_plate
ARG_extinguish_south_american_fascism,ARG_firmes_volamos
ARG_american_allyship,ARG_align_with_the_monroe_doctrine
ARG_us_marine_program,ARG_american_allyship
ARG_counter_intelligence_program,ARG_american_allyship
ARG_end_operation_bolivar,ARG_counter_intelligence_program
ARG_encourage_the_red_scare,ARG_us_marine_program
ARG_extinguish_south_american_communism,ARG_encourage_the_red_scare
ARG_invite_ghioldi_back_to_argentina,ARG_a_call_to_reform
ARG_support_the_spanish_republicans,ARG_a_call_to_reform
ARG_legitimize_the_PCA,ARG_invite_ghioldi_back_to_argentina
ARG_reach_out_to_the_soviet_union,ARG_legitimize_the_PCA
ARG_unite_the_workers_of_argentina,ARG_legitimize_the_PCA
ARG_viva_la_revolucion,ARG_reach_out_to_the_soviet_union
ARG_forge_our_own_future,ARG_viva_la_revolucion
ARG_women_in_industry,ARG_forge_our_own_future
ARG_support_the_farmers,ARG_women_in_industry
ARG_socialist_volunteers,ARG_women_in_industry
ARG_the_buenos_aires_conference,ARG_support_the_farmers
ARG_align_with_the_soviets,ARG_viva_la_revolucion
ARG_soviet_industrial_model,ARG_align_with_the_soviets
ARG_committee_of_state_security,ARG_soviet_industrial_model
ARG_russian_manufacturers,ARG_soviet_industrial_model
ARG_centralize_power,ARG_russian_manufacturers
ARG_workers_rights,ARG_forge_our_own_future
ARG_reform_our_industry,ARG_workers_rights
ARG_empower_the_fjc,ARG_reform_our_industry
ARG_state_atheism,ARG_empower_the_fjc
ARG_liberation_theology,ARG_empower_the_fjc
ARG_socialist_researchers,ARG_state_atheism
ARG_conquer_south_america,ARG_centralize_power
ARG_integrate_the_motherland,ARG_conquer_south_america
ARG_unify_south_america,ARG_the_buenos_aires_conference
ARG_a_red_south_america,ARG_unify_south_america
ARG_improve_patagonia,ARG_the_buenos_aires_conference
ARG_establish_the_free_association,ARG_improve_patagonia
ARG_no_gods_no_masters,ARG_establish_the_free_association
ARG_reach_out_to_the_great_powers,ARG_banco_central_de_la_republica_argentina
ARG_industrial_expansion,ARG_banco_central_de_la_republica_argentina
ARG_production_initiative,ARG_banco_central_de_la_republica_argentina
ARG_economic_tax_reforms,ARG_banco_central_de_la_republica_argentina
ARG_economic_reactivation_act,ARG_banco_central_de_la_republica_argentina
ARG_immigration_wave,ARG_economic_reactivation_act
ARG_develop_civilian_economy,ARG_immigration_wave
ARG_the_argentinian_metropole,ARG_develop_civilian_economy
ARG_invest_in_the_roads,ARG_economic_tax_reforms
ARG_invest_in_the_railways,ARG_economic_tax_reforms
ARG_expand_steel_extraction,ARG_invest_in_the_roads
ARG_expand_aluminum_extraction,ARG_invest_in_the_railways
ARG_yacimientos_petroliferos_fiscales,ARG_expand_aluminum_extraction
ARG_rapid_urbanization,ARG_industrial_expansion
ARG_agricultural_improvements,ARG_industrial_expansion
ARG_military_production_lines,ARG_rapid_urbanization
ARG_capitalize_the_beef_industry,ARG_agricultural_improvements
ARG_revisit_the_roca_runciman_treaty,ARG_capitalize_the_beef_industry
ARG_a_new_trading_partner,ARG_capitalize_the_beef_industry
ARG_develop_the_electricity_sector,ARG_production_initiative
ARG_invest_in_construction_guilds,ARG_develop_the_electricity_sector
ARG_technical_schools,ARG_invest_in_construction_guilds
AST_royal_australian_artillery,AST_additional_militia_training
AST_promote_reservists,AST_additional_militia_training
AST_daimler_dingo,AST_royal_australian_artillery
AST_hmas_assault,AST_royal_australian_artillery
AST_specialize_equipment,AST_promote_reservists
AST_australian_womens_army_service,AST_hmas_assault
AST_australian_army_catering_corps,AST_hmas_assault
AST_fund_owen_gun_research,AST_hmas_assault
AST_sentinel_tank_project,AST_daimler_dingo
AST_airborne_defence,AST_specialize_equipment
AST_airborne_defence,AST_volunteer_air_observers_corps
AST_introduce_unconventional_warfare,AST_sentinel_tank_project
AST_z_special_unit,AST_introduce_unconventional_warfare
AST_m_special_unit,AST_introduce_unconventional_warfare
AST_central_bureau,AST_introduce_unconventional_warfare
AST_cac_boomerang,AST_expand_the_raaf
AST_expand_northern_presence,AST_expand_the_raaf
AST_cac_woomera,AST_expand_the_raaf
AST_volunteer_air_observers_corps,AST_cac_boomerang
AST_naval_bombers,AST_cac_woomera
AST_death_from_down_under,AST_volunteer_air_observers_corps
AST_womens_auxilliary_australian_air_force,AST_volunteer_air_observers_corps
AST_dominate_the_skies,AST_womens_auxilliary_australian_air_force
AST_protect_overseas_commerce,AST_cockatoo_island_shipyards
AST_fly_the_jolly_roger,AST_cockatoo_island_shipyards
AST_scrap_iron_flotilla,AST_protect_overseas_commerce
AST_royal_australian_submarine_service,AST_protect_overseas_commerce
AST_naval_auxiliary_patrol,AST_royal_australian_submarine_service
AST_cruisers,AST_naval_auxiliary_patrol
AST_pacific_area_navy,AST_naval_auxiliary_patrol
AST_western_australian_government_railways,AST_standard_gauge_railway
AST_western_australian_government_railways,AST_industries_assistance_corporation
AST_south_australian_housing_trust,AST_western_australian_government_railways
AST_department_of_supply_and_development,AST_western_australian_government_railways
AST_expand_lithgow_small_arms_factory,AST_south_australian_housing_trust
AST_allied_works_council,AST_department_of_supply_and_development
AST_allied_works_council,AST_civil_construction_corps
AST_expand_the_northern_railway,AST_expand_lithgow_small_arms_factory
AST_australian_arms_production,AST_allied_works_council
AST_uranium_mining,AST_expand_the_northern_railway
AST_uranium_mining,AST_australian_arms_production
AST_national_security_act,AST_establish_advisory_war_council
AST_volunteer_defence_corps,AST_establish_advisory_war_council
AST_civil_construction_corps,AST_national_security_act
AST_army_inventions_directorate,AST_national_security_act
AST_invest_in_victory,AST_national_security_act
AST_citizen_military_forces,AST_volunteer_defence_corps
AST_rats_of_tobruk,AST_volunteer_defence_corps
AST_rats_of_tobruk,AST_strengthen_ties_with_uk
AST_fight_work_or_perish,AST_civil_construction_corps
AST_fight_work_or_perish,AST_squash_the_squanderbugs
AST_research_collaboration,AST_fight_work_or_perish
AST_research_collaboration,AST_australian_arms_production
AST_squash_the_squanderbugs,AST_invest_in_victory
AST_rationing_and_recycling,AST_invest_in_victory
AST_classify_aliens,AST_citizen_military_forces
AST_fund_australian_defense_research,AST_rationing_and_recycling
AST_fund_australian_defense_research,AST_classify_aliens
AST_strengthen_ties_with_uk,AST_support_the_policy_of_appeasement
AST_the_singapore_strategy,AST_support_the_policy_of_appeasement
AST_adopt_westminster,AST_strengthen_ties_with_uk
AST_CSIR,AST_adopt_westminster
AST_swpa_protector,AST_adopt_westminster
AST_empire_air_training_scheme,AST_CSIR
AST_commonwealth_aircraft_corporation,AST_CSIR
AST_protect_the_homeland,AST_never_another_gallipoli
AST_the_swpa_menace,AST_protect_the_homeland
AST_sever_ties_with_uk,AST_protect_the_homeland
AST_woo_usa,AST_the_swpa_menace
AST_woo_usa,AST_sever_ties_with_uk
AST_protect_the_dutch_colonies,AST_sever_ties_with_uk
AST_the_south_west_pacific_initiative,AST_woo_usa
AST_research_cooperation,AST_the_south_west_pacific_initiative
AST_preemptive_intervention,AST_research_cooperation
AST_abandon_the_westminster_system,AST_never_another_gallipoli
AST_support_the_centre_party,AST_abandon_the_westminster_system
AST_supply_indonesian_nationalists,AST_support_the_centre_party
AST_support_indonesian_uprising,AST_supply_indonesian_nationalists
AST_demand_new_zealand,AST_support_the_centre_party
AST_protect_the_south_west_pacific,AST_support_indonesian_uprising
AST_a_deal_with_japan,AST_protect_the_south_west_pacific
AST_our_own_empire,AST_protect_the_south_west_pacific
AST_our_own_empire,AST_demand_new_zealand
AST_japan_tech_sharing,AST_a_deal_with_japan
AST_war_on_japan,AST_our_own_empire
AST_empower_the_workers,AST_abandon_the_westminster_system
AST_delegation_to_china,AST_empower_the_workers
AST_commitment_to_the_cause,AST_delegation_to_china
AST_indirect_support,AST_commitment_to_the_cause
AST_direct_support,AST_commitment_to_the_cause
AST_join_comintern,AST_indirect_support
AST_workers_paradise,AST_direct_support
AST_research_city_excursions,AST_join_comintern
AST_nz_puppet,AST_workers_paradise
AST_the_threat_against_the_people,AST_workers_paradise
AUS_release_imprisoned_leaders,AUS_repeal_the_may_constitution
AUS_austria_against_fascism,AUS_repeal_the_may_constitution
AUS_austromarxism_focus,AUS_release_imprisoned_leaders
AUS_rally_the_people,AUS_austromarxism_focus
AUS_ban_dnsap,AUS_rally_the_people
AUS_renounce_the_treaties,AUS_rally_the_people
AUS_schutzbund_support,AUS_rally_the_people
AUS_emergency_measaures,AUS_ban_dnsap
AUS_emergency_measaures,AUS_renounce_the_treaties
AUS_intervention_in_spain,AUS_emergency_measaures
AUS_invite_spanish_exiles,AUS_intervention_in_spain
AUS_celebrate_spanish_victory,AUS_intervention_in_spain
AUS_revolution,AUS_emergency_measaures
AUS_seek_soviet_support,AUS_revolution
AUS_politicized_general_staff,AUS_seek_soviet_support
AUS_promote_the_worthy,AUS_seek_soviet_support
AUS_raid_military_storages,AUS_revolution
AUS_the_peoples_army,AUS_raid_military_storages
AUS_properly_trained_militias,AUS_raid_military_storages
AUS_a_new_beginning,AUS_seek_soviet_support
AUS_a_safe_harbor_for_dissidents,AUS_properly_trained_militias
AUS_a_safe_harbor_for_dissidents,AUS_the_peoples_army
AUS_universitat_wien,AUS_a_new_beginning
AUS_womens_education_initiative,AUS_universitat_wien
AUS_scientific_grants,AUS_universitat_wien
AUS_danubian_socialist_communes,AUS_a_new_beginning
AUS_danubian_socialist_communes,AUS_a_safe_harbor_for_dissidents
AUS_establish_rote_hilfe,AUS_a_safe_harbor_for_dissidents
AUS_cut_ties_with_the_church,AUS_a_new_beginning
AUS_centralize_the_industrial_sector,AUS_a_new_beginning
AUS_centralize_the_industrial_sector,AUS_align_with_ussr
AUS_align_with_ussr,AUS_promote_the_worthy
AUS_align_with_ussr,AUS_politicized_general_staff
AUS_join_comintern,AUS_align_with_ussr
AUS_join_comintern,AUS_a_new_beginning
AUS_spur_the_communist_resistance,AUS_cut_ties_with_the_church
AUS_rapid_revolutions,AUS_spur_the_communist_resistance
AUS_meticulous_preparations,AUS_spur_the_communist_resistance
AUS_demand_liberation_of_workers,AUS_meticulous_preparations
AUS_union_of_danubian_socialist_republics,AUS_demand_liberation_of_workers
AUS_the_correct_communism,AUS_union_of_danubian_socialist_republics
AUS_seize_galicia,AUS_union_of_danubian_socialist_republics
AUS_hold_elections,AUS_release_imprisoned_leaders
AUS_rebuild_democratic_systems,AUS_hold_elections
AUS_a_new_constitution,AUS_hold_elections
AUS_seek_support_from_guarantors,AUS_a_new_constitution
AUS_seek_support_from_guarantors,AUS_rebuild_democratic_systems
AUS_stabilize_the_political_climate,AUS_seek_support_from_guarantors
AUS_outlaw_the_radicals,AUS_seek_support_from_guarantors
AUS_strengthen_the_cabinet,AUS_outlaw_the_radicals
AUS_join_the_allies,AUS_strengthen_the_cabinet
AUS_industrial_exchange,AUS_join_the_allies
AUS_alpine_federation_focus,AUS_strengthen_the_cabinet
AUS_invite_the_entente,AUS_alpine_federation_focus
AUS_offensive_on_the_fascists,AUS_invite_the_entente
AUS_pardon_political_exiles,AUS_join_the_allies
AUS_the_right_to_rearm,AUS_seek_support_from_guarantors
AUS_defence_of_the_homeland,AUS_the_right_to_rearm
AUS_the_political_front,AUS_defence_of_the_homeland
AUS_austrian_aggression,AUS_the_right_to_rearm
AUS_at_the_ready,AUS_austrian_aggression
AUS_form_evidenzburo,AUS_at_the_ready
